7247.KL,SCGM.KL
7248.KL,SLP.KL
7249.KL,SKYGATE.KL
7250.KL,UZMA.KL
7252.KL,TEOSENG.KL
7253.KL,HANDAL.KL
7277.KL,DIALOG.KL
7285.KL,TOMYPAK.KL
7293.KL,YINSON.KL
7315.KL,AHB.KL
7323.KL,KEN.KL
7374.KL,TIENWAH.KL
7382.KL,GLBHD.KL
7412.KL,SHH.KL
7439.KL,TECGUAN.KL
7471.KL,EDEN.KL
7498.KL,RALCO.KL
7501.KL,HARNLEN.KL
7528.KL,DKLS.KL
7544.KL,QUALITY.KL
7579.KL,AWC.KL
7595.KL,MGB.KL
7609.KL,AJIYA.KL
7617.KL,MAGNA.KL
7668.KL,BESHOM.KL
7676.KL,GCAP.KL
7692.KL,MYTECH.KL
7722.KL,ASIABRN.KL
7757.KL,UPA.KL
7765.KL,RAPID.KL
7773.KL,EPMB.KL
7803.KL,HEXCARE.KL
7811.KL,SAPIND.KL
7854.KL,TIMWELL.KL
7889.KL,THRIVEN.KL
7935.KL,MILUX.KL
7943.KL,GREENTEC.KL
7986.KL,CNASIA.KL
8044.KL,CFM.KL
8052.KL,CGB.KL
8079.KL,LEESK.KL
8117.KL,PGF.KL
8133.KL,BHIC.KL
8141.KL,MJPERAK.KL
8176.KL,WAVEFRNT.KL
8192.KL,MERCURY.KL
8206.KL,ECOWLD.KL
8273.KL,PPHB.KL
8303.KL,LOTUS.KL
8311.KL,PESONA.KL
8338.KL,DATAPRP.KL
8346.KL,PRKCORP.KL
8362.KL,KYM.KL
8397.KL,TNLOGIS.KL
8419.KL,PANSAR.KL
8435.KL,CEPCO.KL
8443.KL,HIL.KL
8478.KL,HWATAI.KL
8486.KL,LIONPSIM.KL
8494.KL,LBICAP.KL
8524.KL,TALIWRK.KL
8532.KL,PERTAMA.KL
8567.KL,SALCON.KL
8583.KL,MAHSING.KL
8591.KL,CRESBLD.KL
8605.KL,FIHB.KL
8613.KL,ENRA.KL
8621.KL,LPI.KL
8648.KL,JASKITA.KL
8664.KL,SPSETIA.KL
8672.KL,KAMDAR.KL
8702.KL,TEXCHEM.KL
8745.KL,S&FCAP.KL
8869.KL,PMETAL.KL
8877.KL,EKOVEST.KL
8885.KL,AVI.KL
8893.KL,MKLAND.KL
8907.KL,EG.KL
8923.KL,JIANKUN.KL
8966.KL,TECHBASE.KL
8982.KL,CEPAT.KL
9008.KL,OMESTI.KL
9016.KL,EKSONS.KL
9059.KL,TSH.KL
9075.KL,THETA.KL
9083.KL,JETSON.KL
9091.KL,EMICO.KL
9113.KL,ICONIC.KL
9121.KL,KPSCB.KL
9148.KL,GBAY.KL
9172.KL,FPI.KL
9199.KL,LYSAGHT.KL
9237.KL,SCIB.KL
9261.KL,GADANG.KL
9288.KL,BONIA.KL
9296.KL,RCECAP.KL
9318.KL,FITTERS.KL
9326.KL,LBALUM.KL
9334.KL,KESM.KL
9369.KL,TGL.KL
9377.KL,FSBM.KL
9385.KL,LAYHONG.KL
9393.KL,ITRONIC.KL
9407.KL,PARAGON.KL
9423.KL,CWG.KL
9431.KL,SJC.KL
9466.KL,KKB.KL
9539.KL,MUH.KL
9571.KL,MITRA.KL
9598.KL,PTARAS.KL
9601.KL,HWGB.KL
9628.KL,LEBTECH.KL
9679.KL,WCT.KL
9687.KL,IDEAL.KL
9695.KL,PLS.KL
9717.KL,SYCAL.KL
9741.KL,ROHAS.KL
9776.KL,RSSB.KL
9792.KL,SEG.KL
9814.KL,BERTAM.KL
9822.KL,SAM.KL
9873.KL,PRESTAR.KL
9881.KL,LSTEEL.KL
9938.KL,BRIGHT.KL
9946.KL,ETA.KL
9954.KL,RGTBHD.KL
9962.KL,GMUTUAL.KL
9997.KL,PENSONI.KL
